netID,fishID,species,length,weight,year
12,38,Bluntnose Minnow,2.3,1.5,2007
12,39,Bluntnose Minnow,2.8,3.8,2007
12,40,Bluntnose Minnow,2.1,1.5,2007
12,41,Bluntnose Minnow,2.4,1.5,2007
12,42,Bluntnose Minnow,2.3,1.5,2007
12,43,Bluntnose Minnow,2.8,3,2007
12,44,Bluegill,1.5,0.5,2007
12,45,Bluntnose Minnow,2.7,6,2007
12,46,Bluntnose Minnow,2.2,1.5,2007
12,47,Bluntnose Minnow,2.3,1.5,2007
12,48,Bluntnose Minnow,2.3,2,2007
12,49,Bluntnose Minnow,2.3,2.5,2007
12,50,Bluegill,1.7,1,2007
12,51,Bluntnose Minnow,2.4,3,2007
12,52,Bluntnose Minnow,2.3,1,2007
12,53,Bluntnose Minnow,2.8,2,2007
12,54,Bluntnose Minnow,2.5,2.5,2007
12,55,Bluntnose Minnow,2.4,1,2007
12,56,Bluntnose Minnow,2.2,1,2007
12,57,Bluntnose Minnow,2.3,0.5,2007
12,58,Bluntnose Minnow,2.6,4,2007
12,59,Bluntnose Minnow,2.3,2,2007
12,60,Bluntnose Minnow,2.4,1.5,2007
12,61,Bluntnose Minnow,2.5,2.5,2007
12,62,Bluntnose Minnow,2.5,1.5,2007
12,63,Bluntnose Minnow,2.4,1.8,2007
12,64,Bluntnose Minnow,2.5,3,2007
12,65,Bluegill,2.1,2.1,2007
12,67,Pumpkinseed,2.4,4,2007
13,68,Bluegill,1.4,0.5,2007
13,69,Bluegill,2.3,2,2007
13,70,Bluegill,1.5,0.5,2007
13,71,Bluegill,1.4,0.5,2007
13,72,Iowa Darter,2.4,0.5,2007
13,73,Bluegill,1.6,1,2007
13,74,Bluegill,1.4,0.5,2007
13,75,Bluegill,1.3,1,2007
13,76,Bluegill,1.4,0.5,2007
13,77,Bluegill,1.5,1,2007
13,78,Bluegill,2.7,7,2007
13,79,Fathead Minnow,2.8,5,2007
13,80,Bluegill,1.5,1,2007
13,81,Bluegill,1.4,0.5,2007
13,82,Bluegill,1.5,1,2007
13,84,Fathead Minnow,2.8,4,2007
14,85,Largemouth Bass,2.7,3.5,2007
14,86,Bluegill,1.3,0.5,2007
14,87,Bluegill,1.2,1.5,2007
14,88,Bluegill,1.4,1.5,2007
12,15,Pumpkinseed,1.1,1,2007
4,113,Yellow Perch,9.4,150,2007
4,114,Yellow Perch,10.5,170,2007
4,115,Yellow Perch,10.3,175,2007
4,116,Yellow Perch,10.1,157,2007
4,117,Yellow Perch,10.1,160,2007
4,118,Bluegill,5.9,60,2007
4,119,Bluegill,7.6,145,2007
4,120,Bluegill,7.3,123,2007
4,121,Bluegill,6,67,2007
4,122,Bluegill,6.3,75,2007
4,123,Bluegill,7.3,118,2007
4,124,Bluegill,6.7,100,2007
4,125,Bluegill,5.3,35,2007
4,126,Bluegill,7.2,120,2007
4,127,Bluegill,6.6,90,2007
