locID,pnldep,mesh,fishID,sex,age,len,wgt
Blind Sucker,36.43,4.5,19818,F,11,530,1400
Little Lake Harbor,46.49,3.5,19242,F,11,533,1100
Grand Marais,45.73,3.5,19896,F,11,535,1300
Little Lake Harbor,51.83,3.5,19330,M,11,498,1350
Blind Sucker,47.1,3.5,19859,M,12,500,1200
Blind Sucker,58.69,3.5,19728,M,12,502,1100
Blind Sucker,59.6,6,19766,F,13,536,1500
Grand Marais,50.46,4,19906,M,11,504,1300
Grand Marais,37.35,2.5,19881,M,12,506,1400
Little Lake Harbor,43.75,3.5,19311,M,11,507,1250
Blind Sucker,60.52,2,19779,M,12,508,1000
Little Lake Harbor,49.54,3.5,19253,M,11,510,1400
Little Lake Harbor,21.19,5,19281,F,11,537,1300
Blind Sucker,69.51,5,19761,M,12,510,1100
Blind Sucker,60.06,4.5,19775,F,11,537,1900
Grand Marais,50.46,4,19904,F,13,542,1600
