tl,age
24,10
25,5
25,5
25,5
25,5
25,5
25,5
25,5
25,6
25,6
25,6
25,6
25,6
25,6
25,6
25,6
25,7
25,7
25,7
25,7
25,7
25,7
25,7
25,7
25,7
25,7
25,7
25,7
25,7
25,7
25,7
25,7
25,7
25,7
25,7
25,7
25,8
25,8
25,8
25,8
25,8
25,8
25,8
25,8
25,8
25,8
25,8
25,8
25,8
25,8
25,9
25,9
25,9
25,9
25,9
25,9
25,9
25,9
25,9
25,10
25,10
25,10
25,10
25,10
25,10
25,10
25,11
26,5
26,5
26,5
26,6
26,6
26,6
26,6
26,6
26,6
26,7
26,7
26,7
26,7
26,7
26,7
26,7
26,7
26,7
26,7
26,8
26,8
26,8
26,8
26,8
26,8
26,8
26,9
26,9
26,9
26,9
26,9
26,9
26,9
26,9
26,9
26,9
26,9
26,10
26,10
26,10
27,5
27,6
27,6
27,6
27,6
27,6
27,7
27,7
27,7
27,7
27,7
27,7
27,7
27,7
27,7
27,8
27,8
27,8
27,9
27,9
27,9
27,9
27,9
27,9
27,9
27,10
27,10
27,10
27,10
27,11
27,11
27,11
27,11
27,12
28,5
28,6
28,6
28,6
28,7
28,7
28,7
28,7
28,7
28,7
28,7
28,7
28,7
28,7
28,7
28,7
28,7
28,7
28,7
28,7
28,7
28,8
28,8
28,8
28,8
28,8
28,8
28,9
28,9
28,9
28,10
28,10
28,10
28,10
28,10
28,10
28,10
28,10
28,11
29,7
29,7
29,7
29,7
29,7
29,7
29,7
29,7
29,7
29,7
29,7
29,7
29,7
29,7
29,7
29,7
29,7
29,7
29,7
29,7
29,7
29,8
29,8
29,8
29,8
29,8
29,9
29,9
29,9
29,9
29,9
29,14
30,5
30,6
30,7
30,7
30,7
30,7
30,7
30,7
30,7
30,7
30,7
30,7
30,7
30,7
30,7
30,7
30,7
30,7
30,7
30,7
30,7
30,7
30,7
30,7
30,7
30,7
30,7
30,7
30,7
30,7
30,7
30,8
30,8
30,8
30,8
30,8
30,8
30,8
30,8
30,8
30,8
30,8
30,9
30,9
30,9
30,10
30,10
30,10
30,11
31,6
31,7
31,7
31,7
31,7
31,7
31,7
31,7
31,7
31,7
31,7
31,7
31,7
31,7
31,7
31,7
31,7
31,7
31,7
31,8
31,8
31,8
31,8
31,8
31,8
31,8
31,8
31,8
31,9
31,9
31,9
31,9
31,9
31,10
31,10
31,10
31,11
31,12
31,13
32,6
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,9
32,9
32,9
32,9
32,9
32,9
32,9
32,9
32,9
32,9
32,9
32,10
32,10
32,10
32,10
32,10
32,10
32,10
32,10
32,10
32,11
32,11
32,11
32,11
32,16
33,7
33,7
33,7
33,7
33,7
33,8
33,8
33,8
33,8
33,8
33,8
33,8
33,8
33,8
33,8
33,8
33,8
33,8
33,8
33,8
33,8
33,8
33,8
33,8
33,8
33,9
33,9
33,9
33,9
33,9
33,9
33,9
33,9
33,9
33,9
33,9
33,9
33,9
33,9
33,9
33,9
33,10
33,10
33,10
33,10
33,10
33,10
33,10
33,10
33,10
33,10
33,10
33,10
33,10
33,10
33,10
33,10
33,10
33,11
33,12
33,12
33,12
33,12
33,12
33,12
33,13
33,15
34,6
34,6
34,7
34,7
34,7
34,8
34,8
34,8
34,8
34,8
34,8
34,8
34,8
34,8
34,8
34,8
34,8
34,8
34,8
34,8
34,8
34,8
34,8
34,8
34,8
34,9
34,9
34,9
34,9
34,9
34,9
34,9
34,9
34,9
34,9
34,9
34,9
34,9
34,9
34,9
34,9
34,9
34,9
34,9
34,10
34,10
34,10
34,10
34,10
34,10
34,10
34,10
34,10
34,10
34,10
34,10
34,10
34,10
34,10
34,10
34,10
34,10
34,10
34,10
34,10
34,10
34,10
34,10
34,10
34,10
34,10
34,10
34,11
34,11
34,11
34,11
34,11
34,11
34,11
34,11
34,11
34,12
34,12
34,13
34,14
35,7
35,8
35,8
35,8
35,8
35,8
35,8
35,8
35,8
35,8
35,8
35,8
35,8
35,9
35,9
35,9
35,9
35,9
35,9
35,9
35,9
35,9
35,9
35,9
35,9
35,9
35,9
35,9
35,9
35,9
35,9
35,9
35,9
35,9
35,9
35,10
35,10
35,10
35,10
35,10
35,10
35,10
35,10
35,10
35,10
35,10
35,10
35,10
35,10
35,10
35,10
35,10
35,10
35,10
35,10
35,10
35,10
35,10
35,10
35,11
35,11
35,11
35,11
35,11
35,11
35,11
35,11
35,11
35,12
35,12
35,12
35,12
35,12
35,12
35,12
35,12
35,14
35,14
35,16
36,7
36,7
36,8
36,8
36,8
36,9
36,9
36,9
36,9
36,9
36,9
36,9
36,9
36,9
36,9
36,9
36,9
36,9
36,9
36,9
36,9
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,11
36,11
36,11
36,11
36,11
36,11
36,11
36,11
36,11
36,11
36,12
36,12
36,12
36,12
36,12
36,12
36,13
36,13
36,13
36,13
36,13
36,13
36,14
36,14
36,15
37,7
37,8
37,8
37,8
37,8
37,9
37,9
37,9
37,9
37,9
37,9
37,9
37,9
37,9
37,9
37,9
37,9
37,9
37,9
37,9
37,9
37,10
37,10
37,10
37,10
37,10
37,10
37,10
37,10
37,10
37,10
37,10
37,10
37,10
37,10
37,10
37,10
37,10
37,10
37,10
37,10
37,10
37,10
37,10
37,10
37,10
37,10
37,10
37,10
37,10
37,10
37,10
37,10
37,10
37,10
37,10
37,11
37,11
37,11
37,11
37,11
37,11
37,11
37,11
37,11
37,11
37,11
37,11
37,11
37,12
37,12
37,12
37,12
37,12
37,12
37,12
37,13
37,13
37,13
37,13
37,13
37,14
37,15
38,8
38,8
38,8
38,9
38,9
38,9
38,9
38,9
38,10
38,10
38,10
38,10
38,10
38,10
38,10
38,10
38,10
38,10
38,10
38,10
38,10
38,10
38,10
38,10
38,10
38,10
38,10
38,10
38,10
38,11
38,11
38,11
38,11
38,11
38,11
38,11
38,12
38,12
38,12
38,12
38,12
38,12
38,12
38,12
38,13
38,13
38,14
38,14
38,14
38,14
38,15
39,9
39,9
39,10
39,10
39,10
39,10
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,12
39,12
39,13
39,14
39,17
40,9
40,9
40,9
40,9
40,10
40,10
40,10
40,10
40,10
40,11
40,11
40,11
40,12
40,12
40,12
40,13
40,13
40,13
40,14
40,14
40,14
40,15
40,15
41,10
41,12
41,13
41,14
41,14
41,14
41,15
41,15
41,18
42,10
42,11
42,13
42,13
42,13
42,14
42,15
42,19
43,13
44,12
44,13
44,13
44,14
44,14
45,15
46,14
46,17
53,18
