len	age	survey
23	3	KAH8810
23	3	KAH8810
23	3	KAH8810
23	4	KAH8810
23	4	KAH8810
23	4	KAH8810
23	4	KAH8810
23	4	KAH8810
23	4	KAH8810
23	4	KAH8810
23	4	KAH8810
23	4	KAH8810
23	4	KAH8810
23	4	KAH8810
23	4	KAH8810
23	4	KAH8810
23	4	KAH8810
23	5	KAH8810
24	3	KAH8810
24	4	KAH8810
24	4	KAH8810
24	4	KAH8810
24	4	KAH8810
24	4	KAH8810
24	4	KAH8810
24	4	KAH8810
24	4	KAH8810
24	4	KAH8810
24	4	KAH8810
24	4	KAH8810
24	4	KAH8810
24	4	KAH8810
24	4	KAH8810
24	4	KAH8810
24	4	KAH8810
24	5	KAH8810
24	5	KAH8810
24	5	KAH8810
25	4	KAH8810
25	4	KAH8810
25	4	KAH8810
25	4	KAH8810
25	4	KAH8810
25	4	KAH8810
25	4	KAH8810
25	4	KAH8810
25	4	KAH8810
25	4	KAH8810
25	4	KAH8810
25	4	KAH8810
25	4	KAH8810
25	4	KAH8810
25	5	KAH8810
25	5	KAH8810
25	5	KAH8810
25	5	KAH8810
25	5	KAH8810
25	5	KAH8810
25	5	KAH8810
25	5	KAH8810
25	5	KAH8810
26	4	KAH8810
26	4	KAH8810
26	4	KAH8810
26	4	KAH8810
26	4	KAH8810
26	4	KAH8810
26	4	KAH8810
26	4	KAH8810
26	4	KAH8810
26	4	KAH8810
26	4	KAH8810
26	4	KAH8810
26	4	KAH8810
26	5	KAH8810
26	5	KAH8810
26	5	KAH8810
26	5	KAH8810
26	5	KAH8810
26	5	KAH8810
26	5	KAH8810
26	5	KAH8810
26	8	KAH8810
26	9	KAH8810
27	4	KAH8810
27	4	KAH8810
27	4	KAH8810
27	4	KAH8810
27	4	KAH8810
27	4	KAH8810
27	5	KAH8810
27	5	KAH8810
27	5	KAH8810
27	5	KAH8810
27	5	KAH8810
27	5	KAH8810
27	5	KAH8810
27	5	KAH8810
27	5	KAH8810
27	5	KAH8810
27	5	KAH8810
27	5	KAH8810
27	7	KAH8810
27	9	KAH8810
28	4	KAH8810
28	4	KAH8810
28	5	KAH8810
28	5	KAH8810
28	5	KAH8810
28	5	KAH8810
28	5	KAH8810
28	5	KAH8810
28	5	KAH8810
28	5	KAH8810
28	5	KAH8810
28	5	KAH8810
28	5	KAH8810
28	5	KAH8810
28	5	KAH8810
28	5	KAH8810
28	5	KAH8810
28	7	KAH8810
28	7	KAH8810
28	7	KAH8810
28	8	KAH8810
28	8	KAH8810
28	8	KAH8810
28	8	KAH8810
29	5	KAH8810
29	5	KAH8810
29	5	KAH8810
29	5	KAH8810
29	5	KAH8810
29	5	KAH8810
29	5	KAH8810
29	5	KAH8810
29	6	KAH8810
29	6	KAH8810
29	7	KAH8810
29	7	KAH8810
29	7	KAH8810
29	8	KAH8810
29	8	KAH8810
29	8	KAH8810
29	8	KAH8810
29	8	KAH8810
29	8	KAH8810
29	9	KAH8810
30	4	KAH8810
30	5	KAH8810
30	5	KAH8810
30	5	KAH8810
30	5	KAH8810
30	5	KAH8810
30	5	KAH8810
30	5	KAH8810
30	6	KAH8810
30	6	KAH8810
30	7	KAH8810
30	8	KAH8810
30	8	KAH8810
30	8	KAH8810
30	8	KAH8810
30	8	KAH8810
30	8	KAH8810
30	8	KAH8810
30	9	KAH8810
30	10	KAH8810
31	5	KAH8810
31	5	KAH8810
31	5	KAH8810
31	5	KAH8810
31	5	KAH8810
31	5	KAH8810
31	8	KAH8810
31	8	KAH8810
31	8	KAH8810
31	8	KAH8810
31	8	KAH8810
31	8	KAH8810
31	8	KAH8810
31	8	KAH8810
31	8	KAH8810
31	8	KAH8810
31	9	KAH8810
31	9	KAH8810
31	9	KAH8810
31	10	KAH8810
32	5	KAH8810
32	5	KAH8810
32	5	KAH8810
32	5	KAH8810
32	5	KAH8810
32	6	KAH8810
32	6	KAH8810
32	8	KAH8810
32	8	KAH8810
32	8	KAH8810
32	8	KAH8810
32	8	KAH8810
32	8	KAH8810
32	8	KAH8810
32	8	KAH8810
32	8	KAH8810
32	9	KAH8810
32	9	KAH8810
32	9	KAH8810
32	10	KAH8810
33	5	KAH8810
33	5	KAH8810
33	7	KAH8810
33	7	KAH8810
33	8	KAH8810
33	8	KAH8810
33	8	KAH8810
33	8	KAH8810
33	8	KAH8810
33	8	KAH8810
33	8	KAH8810
33	8	KAH8810
33	8	KAH8810
33	8	KAH8810
33	8	KAH8810
33	9	KAH8810
33	9	KAH8810
33	9	KAH8810
33	9	KAH8810
33	10	KAH8810
33	13	KAH8810
34	5	KAH8810
34	6	KAH8810
34	7	KAH8810
34	7	KAH8810
34	7	KAH8810
34	8	KAH8810
34	8	KAH8810
34	8	KAH8810
34	8	KAH8810
34	8	KAH8810
34	8	KAH8810
34	8	KAH8810
34	9	KAH8810
34	9	KAH8810
34	9	KAH8810
34	9	KAH8810
34	9	KAH8810
34	10	KAH8810
34	10	KAH8810
34	11	KAH8810
34	11	KAH8810
35	7	KAH8810
35	7	KAH8810
35	7	KAH8810
35	8	KAH8810
35	8	KAH8810
35	8	KAH8810
35	8	KAH8810
35	8	KAH8810
35	8	KAH8810
35	8	KAH8810
35	8	KAH8810
35	8	KAH8810
35	9	KAH8810
35	9	KAH8810
35	9	KAH8810
35	9	KAH8810
35	9	KAH8810
35	11	KAH8810
35	12	KAH8810
36	6	KAH8810
36	7	KAH8810
36	8	KAH8810
36	8	KAH8810
36	8	KAH8810
36	8	KAH8810
36	8	KAH8810
36	8	KAH8810
36	8	KAH8810
36	8	KAH8810
36	9	KAH8810
36	9	KAH8810
36	10	KAH8810
36	10	KAH8810
36	10	KAH8810
36	15	KAH8810
37	8	KAH8810
37	8	KAH8810
37	8	KAH8810
37	8	KAH8810
37	8	KAH8810
37	8	KAH8810
37	9	KAH8810
37	9	KAH8810
37	9	KAH8810
37	9	KAH8810
37	9	KAH8810
37	10	KAH8810
37	11	KAH8810
37	11	KAH8810
38	6	KAH8810
38	8	KAH8810
38	8	KAH8810
38	8	KAH8810
38	8	KAH8810
38	9	KAH8810
38	9	KAH8810
38	9	KAH8810
38	9	KAH8810
38	10	KAH8810
38	11	KAH8810
38	11	KAH8810
38	13	KAH8810
38	15	KAH8810
39	7	KAH8810
39	8	KAH8810
39	8	KAH8810
39	8	KAH8810
39	8	KAH8810
39	8	KAH8810
39	9	KAH8810
39	9	KAH8810
39	9	KAH8810
39	9	KAH8810
39	9	KAH8810
39	9	KAH8810
39	10	KAH8810
39	10	KAH8810
39	10	KAH8810
39	11	KAH8810
40	7	KAH8810
40	8	KAH8810
40	8	KAH8810
40	8	KAH8810
40	8	KAH8810
40	8	KAH8810
40	9	KAH8810
40	9	KAH8810
40	9	KAH8810
40	9	KAH8810
40	10	KAH8810
40	10	KAH8810
40	11	KAH8810
40	12	KAH8810
40	13	KAH8810
40	14	KAH8810
40	15	KAH8810
41	8	KAH8810
41	9	KAH8810
41	9	KAH8810
41	9	KAH8810
41	9	KAH8810
41	9	KAH8810
41	9	KAH8810
41	10	KAH8810
41	10	KAH8810
41	11	KAH8810
41	11	KAH8810
41	12	KAH8810
42	8	KAH8810
42	8	KAH8810
42	8	KAH8810
42	9	KAH8810
42	9	KAH8810
42	9	KAH8810
42	10	KAH8810
42	10	KAH8810
42	11	KAH8810
42	11	KAH8810
42	11	KAH8810
42	15	KAH8810
43	8	KAH8810
43	9	KAH8810
43	9	KAH8810
43	9	KAH8810
43	9	KAH8810
43	9	KAH8810
43	9	KAH8810
43	9	KAH8810
43	10	KAH8810
43	11	KAH8810
43	11	KAH8810
43	11	KAH8810
43	11	KAH8810
43	12	KAH8810
43	15	KAH8810
43	16	KAH8810
44	9	KAH8810
44	9	KAH8810
44	9	KAH8810
44	9	KAH8810
44	9	KAH8810
44	9	KAH8810
44	10	KAH8810
44	10	KAH8810
44	10	KAH8810
44	11	KAH8810
44	11	KAH8810
44	11	KAH8810
44	11	KAH8810
44	12	KAH8810
44	13	KAH8810
44	14	KAH8810
44	20	KAH8810
45	8	KAH8810
45	9	KAH8810
45	10	KAH8810
45	10	KAH8810
45	11	KAH8810
45	11	KAH8810
45	12	KAH8810
45	12	KAH8810
45	12	KAH8810
45	14	KAH8810
45	15	KAH8810
46	8	KAH8810
46	9	KAH8810
46	9	KAH8810
46	10	KAH8810
46	10	KAH8810
46	11	KAH8810
46	11	KAH8810
46	11	KAH8810
46	12	KAH8810
46	13	KAH8810
46	13	KAH8810
46	14	KAH8810
46	14	KAH8810
46	14	KAH8810
46	18	KAH8810
46	20	KAH8810
46	20	KAH8810
47	9	KAH8810
47	9	KAH8810
47	10	KAH8810
47	11	KAH8810
47	11	KAH8810
47	11	KAH8810
47	12	KAH8810
47	12	KAH8810
47	15	KAH8810
47	15	KAH8810
47	18	KAH8810
48	9	KAH8810
48	9	KAH8810
48	9	KAH8810
48	10	KAH8810
48	10	KAH8810
48	10	KAH8810
48	10	KAH8810
48	11	KAH8810
48	11	KAH8810
48	11	KAH8810
48	11	KAH8810
48	13	KAH8810
48	13	KAH8810
48	16	KAH8810
48	16	KAH8810
48	20	KAH8810
49	11	KAH8810
49	11	KAH8810
49	12	KAH8810
49	13	KAH8810
49	15	KAH8810
49	15	KAH8810
49	18	KAH8810
49	18	KAH8810
49	20	KAH8810
49	20	KAH8810
50	11	KAH8810
50	14	KAH8810
50	14	KAH8810
50	15	KAH8810
50	16	KAH8810
50	20	KAH8810
50	20	KAH8810
51	11	KAH8810
51	11	KAH8810
51	15	KAH8810
51	15	KAH8810
51	16	KAH8810
51	20	KAH8810
51	20	KAH8810
51	20	KAH8810
52	11	KAH8810
52	11	KAH8810
52	12	KAH8810
52	13	KAH8810
52	15	KAH8810
52	15	KAH8810
52	15	KAH8810
52	16	KAH8810
52	20	KAH8810
52	20	KAH8810
53	12	KAH8810
53	14	KAH8810
53	15	KAH8810
53	16	KAH8810
53	19	KAH8810
53	20	KAH8810
53	20	KAH8810
54	13	KAH8810
54	20	KAH8810
54	20	KAH8810
55	16	KAH8810
55	19	KAH8810
55	20	KAH8810
57	18	KAH8810
57	18	KAH8810
58	11	KAH8810
58	20	KAH8810
58	20	KAH8810
60	18	KAH8810
60	20	KAH8810
65	20	KAH8810
65	20	KAH8810
5	NA	KAH8810
5	NA	KAH8810
5	NA	KAH8810
6	NA	KAH8810
6	NA	KAH8810
6	NA	KAH8810
6	NA	KAH8810
6	NA	KAH8810
6	NA	KAH8810
6	NA	KAH8810
6	NA	KAH8810
6	NA	KAH8810
6	NA	KAH8810
6	NA	KAH8810
6	NA	KAH8810
6	NA	KAH8810
6	NA	KAH8810
6	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
7	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
8	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
9	NA	KAH8810
