setID,loc,grid,year,tl,w,sex,mat,age
2003001,1,940,2003,502,1191,male,mature,4
2003001,1,940,2003,502,1395,male,mature,4
2003001,1,940,2003,503,1281,male,mature,4
2003001,1,940,2003,531,1524,female,mature,4
2003001,1,940,2003,540,1483,male,mature,5
2003001,1,940,2003,547,1437,female,mature,4
2003001,1,940,2003,555,1731,female,mature,4
2003001,1,940,2003,555,1587,female,mature,4
2003001,1,940,2003,572,2051,male,mature,5
2003002,1,943,2003,384,558,female,mature,2
2003002,1,943,2003,384,607,male,mature,2
2003002,1,943,2003,385,594,male,mature,2
2003002,1,943,2003,386,577,male,mature,2
2003002,1,943,2003,391,561,male,mature,2
2003002,1,943,2003,392,591,male,mature,2
2003002,1,943,2003,394,546,male,mature,2
2003002,1,943,2003,398,612,male,mature,2
2003002,1,943,2003,401,658,male,mature,2
2003002,1,943,2003,401,677,male,mature,2
2003002,1,943,2003,402,662,male,mature,2
2003002,1,943,2003,402,759,male,mature,2
2003002,1,943,2003,403,718,male,mature,2
2003002,1,943,2003,403,617,male,mature,2
2003002,1,943,2003,405,738,male,mature,2
2003002,1,943,2003,406,656,male,mature,2
2003002,1,943,2003,407,607,male,mature,2
2003002,1,943,2003,408,676,female,immature,2
2003002,1,943,2003,411,713,male,mature,2
2003002,1,943,2003,414,680,male,mature,2
2003002,1,943,2003,426,750,female,immature,2
2003002,1,943,2003,433,950,male,mature,3
2003002,1,943,2003,440,840,female,immature,2
2003002,1,943,2003,449,958,male,mature,3
2003002,1,943,2003,460,1074,male,mature,4
2003002,1,943,2003,475,1114,male,mature,4
2003002,1,943,2003,492,1272,male,mature,4
2003002,1,943,2003,541,1859,male,mature,6
2003002,1,943,2003,556,1553,female,mature,4
2003003,1,909,2003,386,547,male,mature,2
2003003,1,909,2003,387,593,male,mature,2
2003003,1,909,2003,388,547,male,mature,2
2003003,1,909,2003,391,567,male,mature,2
2003003,1,909,2003,391,599,male,mature,2
2003003,1,909,2003,393,578,male,mature,2
2003003,1,909,2003,394,660,male,mature,2
2003003,1,909,2003,395,559,male,mature,2
2003003,1,909,2003,395,615,male,mature,2
2003003,1,909,2003,395,658,male,mature,2
2003003,1,909,2003,395,576,male,mature,2
2003003,1,909,2003,395,607,male,mature,2
2003003,1,909,2003,396,604,male,mature,2
2003003,1,909,2003,397,613,male,mature,2
2003003,1,909,2003,397,536,male,mature,2
2003003,1,909,2003,400,616,male,mature,2
2003003,1,909,2003,402,646,male,mature,2
2003003,1,909,2003,402,633,female,immature,2
2003003,1,909,2003,402,649,male,mature,2
2003003,1,909,2003,403,676,male,mature,2
2003003,1,909,2003,403,586,female,mature,2
2003003,1,909,2003,405,647,female,immature,2
2003003,1,909,2003,405,682,female,immature,2
2003003,1,909,2003,405,623,female,immature,2
2003003,1,909,2003,406,723,male,mature,2
2003003,1,909,2003,406,704,male,mature,2
2003003,1,909,2003,407,669,female,mature,2
2003003,1,909,2003,407,703,male,mature,2
2003003,1,909,2003,407,703,male,mature,2
2003003,1,909,2003,408,684,male,mature,2
2003003,1,909,2003,408,640,male,mature,2
2003003,1,909,2003,409,645,male,mature,2
2003003,1,909,2003,410,721,male,mature,2
2003003,1,909,2003,410,780,male,mature,2
2003003,1,909,2003,410,675,female,mature,2
2003003,1,909,2003,411,707,female,immature,2
2003003,1,909,2003,411,716,male,mature,2
2003003,1,909,2003,411,744,male,mature,3
2003003,1,909,2003,412,627,male,mature,2
2003003,1,909,2003,412,677,male,mature,2
2003003,1,909,2003,413,704,male,mature,2
2003003,1,909,2003,415,719,female,mature,2
2003003,1,909,2003,416,693,male,mature,2
2003003,1,909,2003,416,717,male,mature,2
2003003,1,909,2003,417,723,male,mature,2
2003003,1,909,2003,417,748,male,mature,2
2003003,1,909,2003,418,686,female,immature,2
2003003,1,909,2003,418,790,male,mature,2
2003003,1,909,2003,419,724,male,mature,2
2003003,1,909,2003,420,735,female,immature,2
2003003,1,909,2003,421,785,male,mature,2
2003003,1,909,2003,421,751,male,mature,2
2003003,1,909,2003,422,736,male,mature,2
2003003,1,909,2003,424,772,male,mature,2
2003003,1,909,2003,425,785,male,mature,2
2003003,1,909,2003,425,725,male,mature,2
2003003,1,909,2003,425,809,male,mature,2
2003003,1,909,2003,425,767,male,mature,2
2003003,1,909,2003,425,666,male,mature,2
2003003,1,909,2003,425,833,male,mature,3
2003003,1,909,2003,427,761,female,immature,2
2003003,1,909,2003,428,792,male,mature,2
2003003,1,909,2003,430,775,male,mature,2
2003003,1,909,2003,431,788,female,immature,2
2003003,1,909,2003,431,784,male,mature,2
2003003,1,909,2003,431,850,male,mature,3
2003003,1,909,2003,432,707,male,mature,2
2003003,1,909,2003,433,774,female,immature,2
2003003,1,909,2003,435,881,female,immature,2
2003003,1,909,2003,436,797,male,mature,3
2003003,1,909,2003,444,887,female,mature,2
2003003,1,909,2003,446,885,female,immature,2
2003003,1,909,2003,446,880,female,immature,2
2003003,1,909,2003,447,988,male,mature,4
2003003,1,909,2003,448,1002,male,mature,2
2003003,1,909,2003,449,901,male,mature,3
2003003,1,909,2003,377,525,male,mature,2
2003003,1,909,2003,381,533,female,immature,2
2003003,1,909,2003,382,619,male,mature,2
2003003,1,909,2003,383,603,male,mature,2
2003003,1,909,2003,450,897,male,mature,4
2003003,1,909,2003,451,1113,male,mature,4
2003003,1,909,2003,452,958,female,immature,2
2003003,1,909,2003,454,930,male,mature,4
2003003,1,909,2003,455,1040,male,mature,4
2003003,1,909,2003,460,865,female,immature,2
2003003,1,909,2003,466,1034,male,mature,4
2003003,1,909,2003,467,961,male,mature,4
2003003,1,909,2003,472,1053,male,mature,4
2003003,1,909,2003,473,1142,male,mature,4
2003003,1,909,2003,480,1061,male,mature,6
2003003,1,909,2003,482,1117,male,mature,3
2003003,1,909,2003,482,1098,male,mature,4
2003003,1,909,2003,482,994,male,mature,4
2003003,1,909,2003,492,1235,female,mature,4
2003003,1,909,2003,501,1243,male,mature,4
2003003,1,909,2003,503,1322,male,mature,4
2003003,1,909,2003,504,1371,male,mature,4
2003003,1,909,2003,505,1242,female,mature,4
2003003,1,909,2003,507,1462,male,mature,4
2003003,1,909,2003,507,1420,male,mature,4
2003003,1,909,2003,508,1244,male,mature,4
2003003,1,909,2003,510,1329,male,mature,6
2003003,1,909,2003,512,1551,male,mature,4
2003003,1,909,2003,515,1475,male,mature,4
2003003,1,909,2003,517,1305,female,mature,4
2003003,1,909,2003,519,1393,female,mature,3
2003003,1,909,2003,525,1591,male,mature,5
2003003,1,909,2003,534,1510,male,mature,4
2003003,1,909,2003,536,1400,male,mature,4
2003003,1,909,2003,538,1735,female,mature,4
2003003,1,909,2003,545,1718,female,mature,4
2003003,1,909,2003,558,1785,female,mature,4
2003003,1,909,2003,601,2326,male,mature,12
2003004,1,880,2003,370,487,male,mature,2
2003004,1,880,2003,392,598,male,mature,2
2003004,1,880,2003,398,596,male,mature,2
2003004,1,880,2003,400,660,male,mature,2
2003004,1,880,2003,405,608,female,immature,2
2003004,1,880,2003,405,634,male,mature,2
2003004,1,880,2003,405,642,male,mature,2
2003004,1,880,2003,410,682,male,mature,2
2003004,1,880,2003,410,670,male,mature,2
2003004,1,880,2003,419,728,male,mature,2
2003004,1,880,2003,420,837,female,immature,2
2003004,1,880,2003,420,690,female,immature,2
2003004,1,880,2003,420,738,male,mature,2
2003004,1,880,2003,425,727,female,immature,2
2003004,1,880,2003,431,813,female,immature,2
2003004,1,880,2003,431,777,female,immature,2
2003004,1,880,2003,450,1086,male,mature,4
2003004,1,880,2003,456,948,male,mature,4
2003004,1,880,2003,475,1017,male,mature,4
2003004,1,880,2003,475,1110,male,mature,4
2003004,1,880,2003,477,1182,male,mature,3
2003004,1,880,2003,481,1221,male,mature,4
2003004,1,880,2003,502,1243,male,mature,4
2003004,1,880,2003,536,1555,female,mature,4
2003005,1,970,2003,367,495,male,mature,2
2003005,1,970,2003,390,550,male,mature,2
2003005,1,970,2003,405,691,male,mature,2
2003005,1,970,2003,414,646,male,mature,2
2003005,1,970,2003,414,672,male,mature,2
2003005,1,970,2003,415,679,male,mature,2
2003005,1,970,2003,417,647,male,mature,2
2003005,1,970,2003,420,720,female,immature,2
2003005,1,970,2003,424,737,male,mature,2
2003005,1,970,2003,426,723,female,immature,2
2003005,1,970,2003,430,722,female,immature,2
2003005,1,970,2003,431,715,female,immature,2
2003005,1,970,2003,431,675,male,mature,2
2003005,1,970,2003,433,682,female,immature,2
2003005,1,970,2003,440,788,male,mature,2
2003005,1,970,2003,445,813,female,immature,2
2003005,1,970,2003,449,793,female,immature,2
2003005,1,970,2003,451,786,male,mature,3
2003005,1,970,2003,452,841,female,immature,2
2003005,1,970,2003,455,886,female,immature,2
2003005,1,970,2003,486,1131,male,mature,4
2003005,1,970,2003,503,1272,male,mature,4
2003005,1,970,2003,620,2498,male,mature,10
2003006,2,1005,2003,405,749,male,mature,2
2003006,2,1005,2003,410,689,male,mature,2
2003006,2,1005,2003,411,612,female,immature,2
2003006,2,1005,2003,421,792,male,mature,2
2003006,2,1005,2003,421,672,female,mature,2
2003006,2,1005,2003,422,695,female,immature,2
2003006,2,1005,2003,425,703,female,immature,2
2003006,2,1005,2003,427,758,female,immature,2
2003006,2,1005,2003,431,709,female,immature,2
2003006,2,1005,2003,432,755,female,mature,2
2003006,2,1005,2003,432,842,male,mature,2
2003006,2,1005,2003,433,880,male,mature,2
2003006,2,1005,2003,434,763,female,mature,2
2003006,2,1005,2003,435,833,male,mature,2
2003006,2,1005,2003,440,803,female,immature,2
2003006,2,1005,2003,440,803,female,immature,2
2003006,2,1005,2003,445,892,female,mature,2
2003006,2,1005,2003,447,978,male,mature,5
2003006,2,1005,2003,450,898,female,mature,2
2003006,2,1005,2003,451,882,female,mature,2
2003006,2,1005,2003,455,936,female,immature,2
2003006,2,1005,2003,464,982,female,immature,2
2003006,2,1005,2003,476,1210,male,mature,4
2003006,2,1005,2003,477,1185,male,mature,5
2003006,2,1005,2003,480,1210,male,mature,4
2003006,2,1005,2003,499,1250,male,mature,6
2003006,2,1005,2003,502,1218,male,mature,4
2003006,2,1005,2003,509,1470,male,mature,4
2003006,2,1005,2003,550,2026,male,mature,12
2003006,2,1005,2003,629,2869,female,mature,6
2003007,2,1017,2003,446,962,male,mature,3
2003007,2,1017,2003,447,896,female,immature,2
2003007,2,1017,2003,448,914,male,mature,4
2003007,2,1017,2003,449,842,female,mature,2
2003007,2,1017,2003,449,924,female,immature,2
2003007,2,1017,2003,450,976,female,mature,2
2003007,2,1017,2003,451,933,female,immature,2
2003007,2,1017,2003,451,886,female,immature,2
2003007,2,1017,2003,452,885,female,immature,2
2003007,2,1017,2003,452,876,male,mature,2
2003007,2,1017,2003,455,972,female,mature,2
2003007,2,1017,2003,455,1028,female,immature,2
2003007,2,1017,2003,456,1039,male,mature,3
2003007,2,1017,2003,458,927,male,mature,5
2003007,2,1017,2003,459,974,female,immature,2
2003007,2,1017,2003,460,980,female,immature,2
2003007,2,1017,2003,460,1006,male,mature,3
2003007,2,1017,2003,461,966,female,immature,2
2003007,2,1017,2003,462,991,female,immature,2
2003007,2,1017,2003,462,1241,male,mature,4
2003007,2,1017,2003,463,995,male,mature,4
2003007,2,1017,2003,464,1001,male,mature,2
2003007,2,1017,2003,465,1045,male,mature,3
2003007,2,1017,2003,469,1051,male,mature,4
2003007,2,1017,2003,470,1065,male,mature,4
2003007,2,1017,2003,470,1277,male,mature,5
2003007,2,1017,2003,471,1121,female,immature,2
2003007,2,1017,2003,472,1082,male,mature,4
2003007,2,1017,2003,473,1194,male,mature,3
2003007,2,1017,2003,474,1074,male,mature,4
2003007,2,1017,2003,476,1065,male,mature,4
2003007,2,1017,2003,480,1185,male,mature,3
2003007,2,1017,2003,480,1147,male,mature,4
2003007,2,1017,2003,481,1249,male,mature,4
2003007,2,1017,2003,484,1095,male,mature,4
2003007,2,1017,2003,485,1098,female,immature,2
2003007,2,1017,2003,485,1202,male,mature,4
2003007,2,1017,2003,485,1291,male,mature,4
2003007,2,1017,2003,486,1185,male,mature,3
2003007,2,1017,2003,486,1197,male,mature,6
2003007,2,1017,2003,487,1145,male,mature,4
2003007,2,1017,2003,488,1180,male,mature,4
2003007,2,1017,2003,490,1290,male,mature,5
2003007,2,1017,2003,492,1240,male,mature,4
2003007,2,1017,2003,493,1211,male,mature,4
2003007,2,1017,2003,493,1216,male,mature,5
2003007,2,1017,2003,395,659,male,mature,2
2003007,2,1017,2003,496,1359,male,mature,4
2003007,2,1017,2003,496,1133,male,mature,4
2003007,2,1017,2003,496,1225,male,mature,4
2003007,2,1017,2003,500,1435,male,mature,4
2003007,2,1017,2003,501,1280,male,mature,4
2003007,2,1017,2003,501,1345,male,mature,4
2003007,2,1017,2003,502,1273,male,mature,4
2003007,2,1017,2003,503,1256,female,mature,3
2003007,2,1017,2003,503,1350,male,mature,4
2003007,2,1017,2003,506,1430,male,mature,4
2003007,2,1017,2003,506,1169,male,mature,4
2003007,2,1017,2003,507,1360,male,mature,5
2003007,2,1017,2003,507,1508,male,mature,7
2003007,2,1017,2003,510,1366,male,mature,4
2003007,2,1017,2003,510,1409,male,mature,4
2003007,2,1017,2003,510,1409,male,mature,4
2003007,2,1017,2003,510,1430,male,mature,4
2003007,2,1017,2003,511,1403,male,mature,4
2003007,2,1017,2003,512,1488,male,mature,5
2003007,2,1017,2003,515,1255,male,mature,4
2003007,2,1017,2003,517,1426,male,mature,4
2003007,2,1017,2003,520,1433,male,mature,4
2003007,2,1017,2003,520,1326,male,mature,4
2003007,2,1017,2003,522,1453,male,mature,4
2003007,2,1017,2003,527,1434,female,mature,5
2003007,2,1017,2003,527,1827,male,mature,7
2003007,2,1017,2003,531,1507,male,mature,4
2003007,2,1017,2003,540,1787,male,mature,7
2003007,2,1017,2003,542,1509,male,mature,6
2003007,2,1017,2003,545,1969,male,mature,9
2003007,2,1017,2003,551,1819,male,mature,10
2003007,2,1017,2003,555,1708,male,mature,5
2003007,2,1017,2003,555,1927,male,mature,10
2003007,2,1017,2003,560,1940,female,mature,4
2003007,2,1017,2003,565,1750,female,mature,4
2003007,2,1017,2003,567,1854,female,mature,4
2003007,2,1017,2003,570,1920,female,mature,5
2003007,2,1017,2003,584,2005,male,mature,7
2003007,2,1017,2003,588,2368,male,mature,11
2003007,2,1017,2003,590,2399,male,mature,5
2003007,2,1017,2003,609,2287,female,mature,7
2003007,2,1017,2003,617,2402,male,mature,9
2003007,2,1017,2003,364,476,male,mature,2
2003007,2,1017,2003,366,443,female,immature,2
2003007,2,1017,2003,381,533,male,mature,2
2003007,2,1017,2003,383,630,female,immature,2
2003007,2,1017,2003,385,597,male,mature,2
2003007,2,1017,2003,387,678,male,mature,2
2003007,2,1017,2003,387,598,male,mature,2
2003007,2,1017,2003,389,600,male,mature,2
2003007,2,1017,2003,391,633,male,mature,2
2003007,2,1017,2003,391,588,male,mature,2
2003007,2,1017,2003,391,613,male,mature,2
2003007,2,1017,2003,392,617,male,mature,2
2003007,2,1017,2003,396,631,male,mature,2
2003007,2,1017,2003,396,703,male,mature,2
2003007,2,1017,2003,400,650,male,mature,2
2003007,2,1017,2003,401,657,male,mature,2
2003007,2,1017,2003,401,636,male,mature,2
2003007,2,1017,2003,401,662,male,mature,2
2003007,2,1017,2003,402,692,male,mature,2
2003007,2,1017,2003,403,648,male,mature,2
2003007,2,1017,2003,403,714,male,mature,2
2003007,2,1017,2003,405,684,male,mature,2
2003007,2,1017,2003,406,651,male,mature,2
2003007,2,1017,2003,407,660,male,mature,2
2003007,2,1017,2003,407,699,male,mature,2
2003007,2,1017,2003,408,692,male,mature,2
2003007,2,1017,2003,409,709,male,mature,2
2003007,2,1017,2003,409,661,male,mature,2
2003007,2,1017,2003,410,602,female,immature,2
2003007,2,1017,2003,410,630,male,mature,2
2003007,2,1017,2003,410,623,male,mature,2
2003007,2,1017,2003,410,699,male,mature,2
2003007,2,1017,2003,411,720,female,immature,2
2003007,2,1017,2003,411,655,male,mature,2
2003007,2,1017,2003,411,688,female,immature,2
2003007,2,1017,2003,412,709,male,mature,2
2003007,2,1017,2003,412,733,male,mature,2
2003007,2,1017,2003,413,685,female,immature,2
2003007,2,1017,2003,414,677,female,immature,2
2003007,2,1017,2003,415,780,male,mature,2
2003007,2,1017,2003,415,707,male,mature,2
2003007,2,1017,2003,415,734,male,mature,2
2003007,2,1017,2003,415,701,male,mature,2
2003007,2,1017,2003,415,745,male,mature,2
2003007,2,1017,2003,417,733,male,mature,2
2003007,2,1017,2003,418,793,female,immature,2
2003007,2,1017,2003,420,701,female,immature,2
2003007,2,1017,2003,420,715,female,immature,2
2003007,2,1017,2003,420,783,male,mature,2
2003007,2,1017,2003,420,662,male,mature,2
2003007,2,1017,2003,420,729,male,mature,2
2003007,2,1017,2003,421,680,female,immature,2
2003007,2,1017,2003,421,661,female,immature,2
2003007,2,1017,2003,421,720,male,mature,2
2003007,2,1017,2003,421,670,female,immature,2
2003007,2,1017,2003,421,842,male,mature,3
2003007,2,1017,2003,422,746,male,mature,2
2003007,2,1017,2003,423,806,male,mature,2
2003007,2,1017,2003,425,859,male,mature,2
2003007,2,1017,2003,425,705,male,mature,2
2003007,2,1017,2003,426,775,male,mature,2
2003007,2,1017,2003,426,746,female,immature,2
2003007,2,1017,2003,426,771,male,mature,2
2003007,2,1017,2003,426,772,male,mature,2
2003007,2,1017,2003,426,790,male,mature,2
2003007,2,1017,2003,426,728,male,mature,2
2003007,2,1017,2003,426,801,female,immature,2
2003007,2,1017,2003,426,728,male,mature,2
2003007,2,1017,2003,428,829,female,immature,2
2003007,2,1017,2003,428,722,male,mature,2
2003007,2,1017,2003,429,813,female,immature,2
2003007,2,1017,2003,430,900,male,mature,2
2003007,2,1017,2003,430,762,male,mature,2
2003007,2,1017,2003,430,801,female,mature,2
2003007,2,1017,2003,430,785,female,mature,2
2003007,2,1017,2003,431,818,male,mature,2
2003007,2,1017,2003,431,740,male,mature,2
2003007,2,1017,2003,432,773,female,immature,2
2003007,2,1017,2003,432,822,female,mature,2
2003007,2,1017,2003,432,775,male,mature,2
2003007,2,1017,2003,433,876,female,mature,2
2003007,2,1017,2003,436,851,male,mature,2
2003007,2,1017,2003,436,768,female,mature,2
2003007,2,1017,2003,436,735,female,immature,2
2003007,2,1017,2003,437,858,male,mature,2
2003007,2,1017,2003,438,839,male,mature,2
2003007,2,1017,2003,438,842,female,immature,2
2003007,2,1017,2003,440,807,female,immature,2
2003007,2,1017,2003,441,932,male,mature,3
2003007,2,1017,2003,441,898,male,mature,4
2003007,2,1017,2003,442,898,female,immature,2
2003007,2,1017,2003,442,865,female,immature,2
2003007,2,1017,2003,442,825,female,immature,2
2003007,2,1017,2003,443,982,female,immature,2
2003007,2,1017,2003,443,844,female,immature,2
2003007,2,1017,2003,444,794,female,immature,2
2003008,1,918,2003,376,468,male,mature,2
2003008,1,918,2003,377,508,male,mature,2
2003008,1,918,2003,385,572,male,mature,2
2003008,1,918,2003,388,535,female,immature,2
2003008,1,918,2003,404,630,male,mature,2
2003008,1,918,2003,407,682,male,mature,2
2003008,1,918,2003,413,739,male,mature,2
2003008,1,918,2003,413,674,male,mature,2
2003008,1,918,2003,418,718,male,mature,2
2003008,1,918,2003,424,744,female,mature,2
2003008,1,918,2003,427,703,female,immature,2
2003008,1,918,2003,429,781,female,mature,2
2003008,1,918,2003,431,738,female,immature,2
2003008,1,918,2003,435,799,female,mature,2
2003008,1,918,2003,441,792,female,mature,2
2003008,1,918,2003,453,864,female,mature,2
2003008,1,918,2003,513,1563,male,mature,6
2003009,1,897,2003,397,607,male,mature,2
2003009,1,897,2003,407,626,male,mature,2
2003009,1,897,2003,409,653,male,mature,2
2003009,1,897,2003,410,629,female,immature,2
2003009,1,897,2003,412,666,male,mature,2
2003009,1,897,2003,413,693,female,immature,2
2003009,1,897,2003,429,755,female,immature,2
2003009,1,897,2003,430,689,female,immature,2
2003009,1,897,2003,440,793,female,mature,2
2003009,1,897,2003,451,879,male,mature,2
2003009,1,897,2003,451,909,female,immature,2
2003009,1,897,2003,451,852,female,immature,2
2003009,1,897,2003,498,1212,male,mature,6
2003010,2,1035,2003,388,645,male,mature,2
2003010,2,1035,2003,390,592,male,mature,2
2003010,2,1035,2003,397,612,male,mature,2
2003010,2,1035,2003,403,679,male,mature,2
2003010,2,1035,2003,404,657,female,immature,2
2003010,2,1035,2003,406,616,male,mature,2
2003010,2,1035,2003,414,770,male,mature,2
2003010,2,1035,2003,416,743,male,mature,2
2003010,2,1035,2003,416,745,male,mature,2
2003010,2,1035,2003,417,735,male,mature,2
2003010,2,1035,2003,417,734,male,mature,2
2003010,2,1035,2003,418,755,male,mature,2
2003010,2,1035,2003,419,799,male,mature,2
2003010,2,1035,2003,422,685,male,mature,2
2003010,2,1035,2003,428,924,female,immature,2
2003010,2,1035,2003,430,752,male,mature,2
2003010,2,1035,2003,435,785,female,immature,2
2003010,2,1035,2003,435,891,female,immature,2
2003010,2,1035,2003,440,776,female,immature,2
2003010,2,1035,2003,441,856,female,immature,2
2003010,2,1035,2003,444,890,male,mature,2
2003010,2,1035,2003,445,920,female,mature,2
2003010,2,1035,2003,445,970,male,mature,2
2003010,2,1035,2003,446,889,male,mature,2
2003010,2,1035,2003,446,961,female,immature,2
2003010,2,1035,2003,449,886,female,mature,2
2003010,2,1035,2003,451,834,female,immature,2
