ID	Year	Sex	Est.Age	TL	Scale.Rad	Dist.Ann	BC.Age	BC.Len
2000.10142.F	2000	F	12	698.5	7.2	7	11	678.92
2000.10142.F	2000	F	12	698.5	7.2	7.1	12	688.71
2000.10143.F	2000	F	9	652.8	8.6	1.3	1	93.2
2000.10143.F	2000	F	9	652.8	8.6	2.3	2	169.85
2000.10143.F	2000	F	9	652.8	8.6	3.2	3	238.85
2000.10143.F	2000	F	9	652.8	8.6	4.3	4	323.17
2000.10143.F	2000	F	9	652.8	8.6	5.7	5	430.49
2000.10143.F	2000	F	9	652.8	8.6	6.5	6	491.82
2000.10143.F	2000	F	9	652.8	8.6	7.5	7	568.48
2000.10143.F	2000	F	9	652.8	8.6	8.2	8	622.14
2000.10143.F	2000	F	9	652.8	8.6	8.4	9	637.47
2000.10144.F	2000	F	10	599.4	5.7	1.2	1	121.09
2000.10144.F	2000	F	10	599.4	5.7	1.9	2	195.49
2000.10144.F	2000	F	10	599.4	5.7	2.7	3	280.53
2000.10144.F	2000	F	10	599.4	5.7	3.7	4	386.82
2000.10144.F	2000	F	10	599.4	5.7	4.3	5	450.59
2000.10144.F	2000	F	10	599.4	5.7	4.7	6	493.11
2000.10144.F	2000	F	10	599.4	5.7	4.9	7	514.37
2000.10144.F	2000	F	10	599.4	5.7	5.2	8	546.25
2000.10144.F	2000	F	10	599.4	5.7	5.4	9	567.51
2000.10144.F	2000	F	10	599.4	5.7	5.5	10	578.14
2000.10146.F	2000	F	7	561.3	5.2	1	1	102.72
2000.10146.F	2000	F	7	561.3	5.2	1.7	2	179.15
2000.10146.F	2000	F	7	561.3	5.2	2.5	3	266.5
2000.10146.F	2000	F	7	561.3	5.2	3.4	4	364.77
2000.10146.F	2000	F	7	561.3	5.2	4.2	5	452.12
2000.10146.F	2000	F	7	561.3	5.2	4.7	6	506.71
2000.10146.F	2000	F	7	561.3	5.2	5	7	539.46
2000.10147.F	2000	F	8	614.7	7.2	0.9	1	71.18
2000.10147.F	2000	F	8	614.7	7.2	1.9	2	157.46
2000.10147.F	2000	F	8	614.7	7.2	3	3	252.36
2000.10147.F	2000	F	8	614.7	7.2	4.5	4	381.76
2000.10147.F	2000	F	8	614.7	7.2	5.2	5	442.16
2000.10147.F	2000	F	8	614.7	7.2	6	6	511.17
2000.10147.F	2000	F	8	614.7	7.2	6.6	7	562.94
2000.10147.F	2000	F	8	614.7	7.2	7	8	597.45
2000.10148.F	2000	F	5	442	6.1	1	1	67.06
2000.10148.F	2000	F	5	442	6.1	1.7	2	118.52
2000.10148.F	2000	F	5	442	6.1	3.2	3	228.8
2000.10148.F	2000	F	5	442	6.1	4.6	4	331.72
2000.10148.F	2000	F	5	442	6.1	5.8	5	419.94
2000.10150.F	2000	F	3	398.8	4	0.9	1	84.72
2000.10150.F	2000	F	3	398.8	4	2.3	2	226.56
2000.10150.F	2000	F	3	398.8	4	3.3	3	327.88
2000.10154.F	2000	F	9	627.4	6.7	1.1	1	97.61
2000.10154.F	2000	F	9	627.4	6.7	2	2	182.75
2000.10154.F	2000	F	9	627.4	6.7	2.8	3	258.44
2000.10154.F	2000	F	9	627.4	6.7	4.1	4	381.42
2000.10154.F	2000	F	9	627.4	6.7	5.2	5	485.49
2000.10154.F	2000	F	9	627.4	6.7	5.8	6	542.25
2000.10154.F	2000	F	9	627.4	6.7	6.3	7	589.56
2000.10154.F	2000	F	9	627.4	6.7	6.6	8	617.94
2000.10154.F	2000	F	9	627.4	6.7	6.7	9	627.4
2000.10155.F	2000	F	8	589.3	6.2	1	1	89.63
2000.10155.F	2000	F	8	589.3	6.2	1.9	2	176.11
2000.10155.F	2000	F	8	589.3	6.2	3	3	281.81
2000.10155.F	2000	F	8	589.3	6.2	3.9	4	368.29
2000.10155.F	2000	F	8	589.3	6.2	4.7	5	445.16
2000.10155.F	2000	F	8	589.3	6.2	5.3	6	502.82
2000.10155.F	2000	F	8	589.3	6.2	5.8	7	550.86
2000.10155.F	2000	F	8	589.3	6.2	6.1	8	579.69
2000.10156.F	2000	F	9	614.7	6.5	1.2	1	108.22
2000.10156.F	2000	F	9	614.7	6.5	2.1	2	194.22
2000.10156.F	2000	F	9	614.7	6.5	2.9	3	270.67
2000.10156.F	2000	F	9	614.7	6.5	3.9	4	366.24
2000.10156.F	2000	F	9	614.7	6.5	4.8	5	452.24
2000.10156.F	2000	F	9	614.7	6.5	5.4	6	509.58
2000.10156.F	2000	F	9	614.7	6.5	5.9	7	557.36
2000.10156.F	2000	F	9	614.7	6.5	6.2	8	586.03
2000.10156.F	2000	F	9	614.7	6.5	6.4	9	605.14
2000.10161.F	2000	F	8	538.5	6.6	1	1	76.11
2000.10161.F	2000	F	8	538.5	6.6	1.9	2	150.42
2000.10161.F	2000	F	8	538.5	6.6	3.2	3	257.76
2000.10161.F	2000	F	8	538.5	6.6	4.5	4	365.1
2000.10161.F	2000	F	8	538.5	6.6	5	5	406.39
2000.10161.F	2000	F	8	538.5	6.6	5.7	6	464.19
2000.10161.F	2000	F	8	538.5	6.6	6.2	7	505.47
2000.10161.F	2000	F	8	538.5	6.6	6.4	8	521.99
2000.10162.F	2000	F	1	256.5	2.4	1.3	1	135.98
2000.10206.F	2000	F	5	561.3	6.6	1.8	1	148.38
2000.10206.F	2000	F	5	561.3	6.6	2.4	2	200
2000.10206.F	2000	F	5	561.3	6.6	3.9	3	329.03
2000.10206.F	2000	F	5	561.3	6.6	5.4	4	458.07
2000.10206.F	2000	F	5	561.3	6.6	6.3	5	535.49
2000.10209.F	2000	F	8	553.7	7.1	1.3	1	96.1
2000.10209.F	2000	F	8	553.7	7.1	2.3	2	175
2000.10209.F	2000	F	8	553.7	7.1	3.4	3	261.79
2000.10209.F	2000	F	8	553.7	7.1	4.6	4	356.46
2000.10209.F	2000	F	8	553.7	7.1	5.5	5	427.47
2000.10209.F	2000	F	8	553.7	7.1	6.1	6	474.8
2000.10209.F	2000	F	8	553.7	7.1	6.5	7	506.36
2000.10209.F	2000	F	8	553.7	7.1	6.8	8	530.03
2000.10234.F	2000	F	8	619.8	7	1.2	1	100.9
2000.10234.F	2000	F	8	619.8	7	2.3	2	199.31
2000.10234.F	2000	F	8	619.8	7	3.6	3	315.62
2000.10234.F	2000	F	8	619.8	7	4.8	4	422.98
2000.10234.F	2000	F	8	619.8	7	5.4	5	476.65
2000.10234.F	2000	F	8	619.8	7	6.2	6	548.23
2000.10234.F	2000	F	8	619.8	7	6.8	7	601.91
2000.10234.F	2000	F	8	619.8	7	6.9	8	610.85
2000.1027.F	2000	F	1	251.5	2.7	1.4	1	127.3
2000.10309.F	2000	F	8	569	6.9	2	1	160.34
2000.10309.F	2000	F	8	569	6.9	3.2	2	260.42
2000.10309.F	2000	F	8	569	6.9	4.1	3	335.48
2000.10309.F	2000	F	8	569	6.9	5.2	4	427.22
2000.10309.F	2000	F	8	569	6.9	5.8	5	477.26
2000.10309.F	2000	F	8	569	6.9	6.2	6	510.62
2000.10309.F	2000	F	8	569	6.9	6.5	7	535.64
2000.10309.F	2000	F	8	569	6.9	6.7	8	552.32
2000.10310.F	2000	F	4	431.8	5.6	1.2	1	87.45
2000.10310.F	2000	F	4	431.8	5.6	2.9	2	220.5
2000.10310.F	2000	F	4	431.8	5.6	4.1	3	314.41
2000.10310.F	2000	F	4	431.8	5.6	5.2	4	400.5
2000.10337.F	2000	F	8	556.3	6.7	1.2	1	94.33
2000.10337.F	2000	F	8	556.3	6.7	2.1	2	169.93
2000.10337.F	2000	F	8	556.3	6.7	3.7	3	304.32
2000.10337.F	2000	F	8	556.3	6.7	4.6	4	379.91
2000.10337.F	2000	F	8	556.3	6.7	5.3	5	438.71
2000.10337.F	2000	F	8	556.3	6.7	5.8	6	480.71
2000.10337.F	2000	F	8	556.3	6.7	6.4	7	531.1
2000.10337.F	2000	F	8	556.3	6.7	6.5	8	539.5
2000.10348.F	2000	F	7	513.1	6.1	1	1	78.71
2000.10348.F	2000	F	7	513.1	6.1	1.8	2	146.85
2000.10348.F	2000	F	7	513.1	6.1	2.8	3	232.03
2000.10348.F	2000	F	7	513.1	6.1	3.9	4	325.72
2000.10348.F	2000	F	7	513.1	6.1	4.7	5	393.86
2000.10348.F	2000	F	7	513.1	6.1	5.5	6	462
2000.10348.F	2000	F	7	513.1	6.1	5.9	7	496.07
2000.10350.F	2000	F	6	510.5	7.4	1.1	1	70.39
2000.10350.F	2000	F	6	510.5	7.4	2.9	2	196.13
2000.10350.F	2000	F	6	510.5	7.4	4.3	3	293.94
2000.10350.F	2000	F	6	510.5	7.4	5.7	4	391.74
2000.10350.F	2000	F	6	510.5	7.4	6.5	5	447.63
2000.10350.F	2000	F	6	510.5	7.4	7.1	6	489.54
2000.10407.F	2000	F	6	538.5	5.4	1.3	1	124.73
2000.10407.F	2000	F	6	538.5	5.4	2.4	2	235.74
2000.10407.F	2000	F	6	538.5	5.4	3.7	3	366.94
2000.10407.F	2000	F	6	538.5	5.4	4.4	4	437.58
2000.10407.F	2000	F	6	538.5	5.4	5	5	498.13
2000.10407.F	2000	F	6	538.5	5.4	5.2	6	518.32
2000.10408.F	2000	F	2	375.9	4.7	1.7	1	131.84
2000.10408.F	2000	F	2	375.9	4.7	3.6	2	286.41
2000.10431.F	2000	F	4	442	5.1	1.2	1	99.06
2000.10431.F	2000	F	4	442	5.1	2.1	2	178.2
2000.10431.F	2000	F	4	442	5.1	3.5	3	301.31
2000.10431.F	2000	F	4	442	5.1	4.6	4	398.03
2000.10433.F	2000	F	6	518.2	5.6	1	1	87.23
2000.10433.F	2000	F	6	518.2	5.6	2	2	180.92
2000.10433.F	2000	F	6	518.2	5.6	2.9	3	265.24
2000.10433.F	2000	F	6	518.2	5.6	3.9	4	358.93
2000.10433.F	2000	F	6	518.2	5.6	4.7	5	433.88
2000.10433.F	2000	F	6	518.2	5.6	5.3	6	490.09
2000.10435.F	2000	F	6	541	6.8	1.5	1	114.3
2000.10435.F	2000	F	6	541	6.8	2.6	2	202.86
2000.10435.F	2000	F	6	541	6.8	4.2	3	331.68
2000.10435.F	2000	F	6	541	6.8	5.2	4	412.19
2000.10435.F	2000	F	6	541	6.8	6.1	5	484.64
2000.10435.F	2000	F	6	541	6.8	6.6	6	524.9
2000.10436.F	2000	F	5	543.6	6.8	1.4	1	106.79
2000.10436.F	2000	F	5	543.6	6.8	2.9	2	228.12
2000.10436.F	2000	F	5	543.6	6.8	4.4	3	349.46
2000.10436.F	2000	F	5	543.6	6.8	5.6	4	446.53
2000.10436.F	2000	F	5	543.6	6.8	6.4	5	511.24
2000.10437.F	2000	F	6	546.1	5.3	1	1	97.8
2000.10437.F	2000	F	6	546.1	5.3	1.9	2	191.63
2000.10437.F	2000	F	6	546.1	5.3	2.9	3	295.88
2000.10437.F	2000	F	6	546.1	5.3	4	4	410.57
2000.10437.F	2000	F	6	546.1	5.3	4.7	5	483.55
2000.10437.F	2000	F	6	546.1	5.3	5.1	6	525.25
2000.10438.F	2000	F	4	487.7	6	1.4	1	108.84
2000.10438.F	2000	F	4	487.7	6	3	2	240.62
2000.10438.F	2000	F	4	487.7	6	4.6	3	372.4
2000.10438.F	2000	F	4	487.7	6	5.6	4	454.76
2000.10439.F	2000	F	2	358.1	3.7	1.5	1	141.33
2000.10439.F	2000	F	2	358.1	3.7	2.8	2	269.42
2000.10443.F	2000	F	1	238.8	2.2	1.2	1	127.32
2000.10471.F	2000	F	2	350.5	3.8	1.7	1	153.23
2000.10471.F	2000	F	2	350.5	3.8	3	2	275.35
2000.10472.F	2000	F	2	358.1	4.8	1.4	1	99.87
2000.10472.F	2000	F	2	358.1	4.8	3.3	2	244.17
2000.10476.F	2000	F	8	553.7	6.3	0.9	1	73.56
2000.10476.F	2000	F	8	553.7	6.3	1.7	2	144.69
2000.10476.F	2000	F	8	553.7	6.3	2.6	3	224.72
2000.10476.F	2000	F	8	553.7	6.3	3.7	4	322.52
2000.10476.F	2000	F	8	553.7	6.3	4.4	5	384.76
2000.10476.F	2000	F	8	553.7	6.3	5.3	6	464.79
2000.10476.F	2000	F	8	553.7	6.3	5.8	7	509.24
2000.10476.F	2000	F	8	553.7	6.3	6.1	8	535.92
2000.10563.F	2000	F	3	398.8	4.7	1.5	1	122.88
2000.10563.F	2000	F	3	398.8	4.7	3.4	2	286.71
2000.10563.F	2000	F	3	398.8	4.7	4.3	3	364.31
2000.10564.F	2000	F	4	447	5.4	1.3	1	102.71
2000.10564.F	2000	F	4	447	5.4	2.2	2	178.28
2000.10564.F	2000	F	4	447	5.4	3.7	3	304.24
2000.10564.F	2000	F	4	447	5.4	4.7	4	388.22
2000.10580.F	2000	F	2	358.1	4.1	1.6	1	135.81
2000.10580.F	2000	F	2	358.1	4.1	3.1	2	269.18
2000.10583.F	2000	F	4	439.4	5.6	1.6	1	120.93
2000.10583.F	2000	F	4	439.4	5.6	2.7	2	208.51
2000.10583.F	2000	F	4	439.4	5.6	4.3	3	335.9
2000.10583.F	2000	F	4	439.4	5.6	5.1	4	399.59
2000.10585.F	2000	F	7	553.7	7	1.4	1	105.57
2000.10585.F	2000	F	7	553.7	7	2.9	2	225.61
2000.10585.F	2000	F	7	553.7	7	4.2	3	329.64
2000.10585.F	2000	F	7	553.7	7	5.2	4	409.66
2000.10585.F	2000	F	7	553.7	7	6	5	473.68
2000.10585.F	2000	F	7	553.7	7	6.5	6	513.69
2000.10585.F	2000	F	7	553.7	7	6.8	7	537.7
2000.10586.F	2000	F	3	411.5	5.1	1.5	1	116.47
2000.10586.F	2000	F	3	411.5	5.1	3.4	2	272.18
2000.10586.F	2000	F	3	411.5	5.1	4.6	3	370.52
2000.10587.F	2000	F	12	627.4	7.4	1.1	1	87.76
2000.10587.F	2000	F	12	627.4	7.4	2.2	2	181.98
2000.10587.F	2000	F	12	627.4	7.4	3.5	3	293.34
2000.10587.F	2000	F	12	627.4	7.4	4.3	4	361.86
2000.10587.F	2000	F	12	627.4	7.4	5.4	5	456.09
2000.10587.F	2000	F	12	627.4	7.4	5.8	6	490.35
2000.10587.F	2000	F	12	627.4	7.4	6.1	7	516.05
2000.10587.F	2000	F	12	627.4	7.4	6.4	8	541.74
2000.10587.F	2000	F	12	627.4	7.4	6.8	9	576.01
2000.10587.F	2000	F	12	627.4	7.4	7.1	10	601.7
2000.10587.F	2000	F	12	627.4	7.4	7.3	11	618.83
2000.10587.F	2000	F	12	627.4	7.4	7.4	12	627.4
2000.10668.F	2000	F	2	345.4	3.8	1.8	1	160.21
2000.10668.F	2000	F	2	345.4	3.8	2.7	2	243.55
2000.10669.F	2000	F	1	205.7	2.2	0.9	1	80.33
2000.1076.F	2000	F	1	261.6	2.5	1.5	1	154.38
2000.10769.F	2000	F	1	193	1.3	0.7	1	100.94
2000.1077.F	2000	F	1	228.6	2.8	1.7	1	136.25
2000.1079.F	2000	F	1	236.2	2.2	1.1	1	114.87
2000.1080.F	2000	F	1	228.6	2.4	1.2	1	111.07
2000.10823.F	2000	F	2	363.2	3.3	1.5	1	161.57
2000.10823.F	2000	F	2	363.2	3.3	2.4	2	262.38
2000.10884.F	2000	F	12	645.2	7	1.8	1	161.11
2000.10884.F	2000	F	12	645.2	7	2.8	2	254.2
2000.10884.F	2000	F	12	645.2	7	3.5	3	319.37
2000.10884.F	2000	F	12	645.2	7	4.7	4	431.08
2000.10884.F	2000	F	12	645.2	7	5.2	5	477.63
2000.10884.F	2000	F	12	645.2	7	5.8	6	533.49
2000.10884.F	2000	F	12	645.2	7	6.1	7	561.42
2000.10884.F	2000	F	12	645.2	7	6.4	8	589.34
2000.10884.F	2000	F	12	645.2	7	6.5	9	598.65
2000.10884.F	2000	F	12	645.2	7	6.7	10	617.27
2000.10884.F	2000	F	12	645.2	7	6.8	11	626.58
2000.10884.F	2000	F	12	645.2	7	6.9	12	635.89
2000.10885.F	2000	F	5	530.9	6.5	1	1	76.21
2000.10885.F	2000	F	5	530.9	6.5	2.2	2	175.42
2000.10885.F	2000	F	5	530.9	6.5	3.7	3	299.42
2000.10885.F	2000	F	5	530.9	6.5	5.2	4	423.43
2000.10885.F	2000	F	5	530.9	6.5	6	5	489.56
2000.10886.F	2000	F	8	566.4	6.2	1.3	1	113.66
2000.10886.F	2000	F	8	566.4	6.2	2.4	2	215.29
2000.10886.F	2000	F	8	566.4	6.2	3.4	3	307.69
2000.10886.F	2000	F	8	566.4	6.2	4.3	4	390.85
2000.10886.F	2000	F	8	566.4	6.2	5.1	5	464.76
2000.10886.F	2000	F	8	566.4	6.2	5.6	6	510.96
2000.10886.F	2000	F	8	566.4	6.2	5.9	7	538.68
2000.10886.F	2000	F	8	566.4	6.2	6.1	8	557.16
2000.10887.F	2000	F	5	541	6.3	0.9	1	71.75
2000.10887.F	2000	F	5	541	6.3	2.2	2	184.72
2000.10887.F	2000	F	5	541	6.3	3.7	3	315.06
2000.10887.F	2000	F	5	541	6.3	4.9	4	419.34
2000.10887.F	2000	F	5	541	6.3	5.7	5	488.86
2000.10888.F	2000	F	13	698.5	7.6	1.2	1	104.85
2000.10888.F	2000	F	13	698.5	7.6	2.7	2	243.99
2000.10888.F	2000	F	13	698.5	7.6	4	3	364.57
2000.10888.F	2000	F	13	698.5	7.6	4.8	4	438.78
2000.10888.F	2000	F	13	698.5	7.6	5.7	5	522.26
2000.10888.F	2000	F	13	698.5	7.6	6.3	6	577.91
2000.10888.F	2000	F	13	698.5	7.6	6.9	7	633.57
2000.10888.F	2000	F	13	698.5	7.6	7.1	8	652.12
2000.10888.F	2000	F	13	698.5	7.6	7.3	9	670.67
2000.10888.F	2000	F	13	698.5	7.6	7.3	10	670.67
2000.10888.F	2000	F	13	698.5	7.6	7.4	11	679.95
2000.10888.F	2000	F	13	698.5	7.6	7.5	12	689.22
2000.10888.F	2000	F	13	698.5	7.6	7.6	13	698.5
2000.10890.F	2000	F	6	530.9	5.3	1	1	94.93
2000.10890.F	2000	F	6	530.9	5.3	1.8	2	176.04
2000.10890.F	2000	F	6	530.9	5.3	3	3	297.71
2000.10890.F	2000	F	6	530.9	5.3	4	4	399.09
2000.10890.F	2000	F	6	530.9	5.3	4.7	5	470.07
2000.10890.F	2000	F	6	530.9	5.3	5.1	6	510.62
2000.10922.F	2000	F	4	457.2	5.2	1.3	1	109.45
2000.10922.F	2000	F	4	457.2	5.2	2.3	2	198.62
2000.10922.F	2000	F	4	457.2	5.2	3.6	3	314.54
2000.10922.F	2000	F	4	457.2	5.2	4.6	4	403.7
2000.10923.F	2000	F	7	553.7	6	1.2	1	105.57
2000.10923.F	2000	F	7	553.7	6	2.1	2	189.6
2000.10923.F	2000	F	7	553.7	6	3.5	3	320.3
2000.10923.F	2000	F	7	553.7	6	4.4	4	404.32
2000.10923.F	2000	F	7	553.7	6	5.3	5	488.35
2000.10923.F	2000	F	7	553.7	6	5.8	6	535.03
2000.10923.F	2000	F	7	553.7	6	6	7	553.7
2000.10924.F	2000	F	6	561.3	5.5	0.9	1	86.45
2000.10924.F	2000	F	6	561.3	5.5	2	2	200
2000.10924.F	2000	F	6	561.3	5.5	3.2	3	323.87
2000.10924.F	2000	F	6	561.3	5.5	4.1	4	416.78
2000.10924.F	2000	F	6	561.3	5.5	4.8	5	489.04
2000.10924.F	2000	F	6	561.3	5.5	5.2	6	530.33
2000.10925.F	2000	F	5	551.2	6.5	1.3	1	105.07
2000.10925.F	2000	F	5	551.2	6.5	2.9	2	242.34
2000.10925.F	2000	F	5	551.2	6.5	4.6	3	388.19
2000.10925.F	2000	F	5	551.2	6.5	5.4	4	456.83
2000.10925.F	2000	F	5	551.2	6.5	6.2	5	525.46
2000.10926.F	2000	F	5	535.9	5.6	1.2	1	109.76
2000.10926.F	2000	F	5	535.9	5.6	2.1	2	196.92
2000.10926.F	2000	F	5	535.9	5.6	3.6	3	342.2
2000.10926.F	2000	F	5	535.9	5.6	4.2	4	400.31
